#
# Table of Datum aliases. Datum may be geodetic, vertical, temporal, etc.
# Ellipsoid and prime meridian names may appear in this table as well.
# The first line shall contains the authority names. All other lines are
# datum names.
#
# (C) 2005-2008, Open Source Geospatial Foundation (OSGeo)
#

# The authorities for each column
EPSG;OGR;ESRI;Oracle;OGC

# The values for each column.
;;D_NAD_1983_HARN_Adj_MN_Rock;
;;D_NAD_1983_HARN_Adj_MN_Roseau;
;;D_NAD_1983_HARN_Adj_MN_Scott;
;;D_NAD_1983_HARN_Adj_MN_Sherburne;
;;D_NAD_1983_HARN_Adj_MN_Sibley;
;;D_NAD_1983_HARN_Adj_MN_Stearns;
;;D_NAD_1983_HARN_Adj_MN_Steele;
;;D_NAD_1983_HARN_Adj_MN_Stevens;
;;D_NAD_1983_HARN_Adj_MN_St_Louis_Central;
;;D_NAD_1983_HARN_Adj_MN_St_Louis_North;
;;D_NAD_1983_HARN_Adj_MN_St_Louis_South;
;;D_NAD_1983_HARN_Adj_MN_Swift;
;;D_NAD_1983_HARN_Adj_MN_Todd;
;;D_NAD_1983_HARN_Adj_MN_Traverse;
;;D_NAD_1983_HARN_Adj_MN_Wabasha;
;;D_NAD_1983_HARN_Adj_MN_Wadena;
;;D_NAD_1983_HARN_Adj_MN_Waseca;
;;D_NAD_1983_HARN_Adj_MN_Watonwan;
;;D_NAD_1983_HARN_Adj_MN_Winona;
;;D_NAD_1983_HARN_Adj_MN_Wright;
;;D_NAD_1983_HARN_Adj_MN_Yellow_Medicine;
;;D_NAD_1983_HARN_Adj_WI_AD_JN;
;;D_NAD_1983_HARN_Adj_WI_AL;
;;D_NAD_1983_HARN_Adj_WI_BA;
;;D_NAD_1983_HARN_Adj_WI_BF;
;;D_NAD_1983_HARN_Adj_WI_BN;
;;D_NAD_1983_HARN_Adj_WI_BR;
;;D_NAD_1983_HARN_Adj_WI_BU;
;;D_NAD_1983_HARN_Adj_WI_CK;
;;D_NAD_1983_HARN_Adj_WI_CL_FL_OG_WN;
;;D_NAD_1983_HARN_Adj_WI_CO;
;;D_NAD_1983_HARN_Adj_WI_CP;
;;D_NAD_1983_HARN_Adj_WI_CR;
;;D_NAD_1983_HARN_Adj_WI_DD_JF;
;;D_NAD_1983_HARN_Adj_WI_DG;
;;D_NAD_1983_HARN_Adj_WI_DN;
;;D_NAD_1983_HARN_Adj_WI_DR;
;;D_NAD_1983_HARN_Adj_WI_DU;
;;D_NAD_1983_HARN_Adj_WI_EC;
;;D_NAD_1983_HARN_Adj_WI_FN;
;;D_NAD_1983_HARN_Adj_WI_FR;
;;D_NAD_1983_HARN_Adj_WI_GL_MQ;
;;D_NAD_1983_HARN_Adj_WI_GR_LF;
;;D_NAD_1983_HARN_Adj_WI_GT;
;;D_NAD_1983_HARN_Adj_WI_IA;
;;D_NAD_1983_HARN_Adj_WI_IR;
;;D_NAD_1983_HARN_Adj_WI_JA;
;;D_NAD_1983_HARN_Adj_WI_KN_MW_OZ_RA;
;;D_NAD_1983_HARN_Adj_WI_KW_MT_SG;
;;D_NAD_1983_HARN_Adj_WI_LC;
;;D_NAD_1983_HARN_Adj_WI_LG;
;;D_NAD_1983_HARN_Adj_WI_LN;
;;D_NAD_1983_HARN_Adj_WI_MA;
;;D_NAD_1983_HARN_Adj_WI_ME;
;;D_NAD_1983_HARN_Adj_WI_MN;
;;D_NAD_1983_HARN_Adj_WI_MR;
;;D_NAD_1983_HARN_Adj_WI_OC;
;;D_NAD_1983_HARN_Adj_WI_ON;
;;D_NAD_1983_HARN_Adj_WI_PK;
;;D_NAD_1983_HARN_Adj_WI_PP_PC;
;;D_NAD_1983_HARN_Adj_WI_PR;
;;D_NAD_1983_HARN_Adj_WI_PT;
;;D_NAD_1983_HARN_Adj_WI_RC;
;;D_NAD_1983_HARN_Adj_WI_RK;
;;D_NAD_1983_HARN_Adj_WI_RS;
;;D_NAD_1983_HARN_Adj_WI_SC;
;;D_NAD_1983_HARN_Adj_WI_SH;
;;D_NAD_1983_HARN_Adj_WI_SK;
;;D_NAD_1983_HARN_Adj_WI_SW;
;;D_NAD_1983_HARN_Adj_WI_TA;
;;D_NAD_1983_HARN_Adj_WI_TR;
;;D_NAD_1983_HARN_Adj_WI_VI;
;;D_NAD_1983_HARN_Adj_WI_VR;
;;D_NAD_1983_HARN_Adj_WI_WA;
;;D_NAD_1983_HARN_Adj_WI_WB;
;;D_NAD_1983_HARN_Adj_WI_WD;
;;D_NAD_1983_HARN_Adj_WI_WK;
;;D_NAD_1983_HARN_Adj_WI_WP;
;;D_NAD_1983_HARN_Adj_WI_WS;
;;D_NAD_1983_HARN_Adj_WI_WW;
